link,title,date,news_text
https://www.moneyworks4me.com/company/news/index/id/497057,Reliance Industries gains as its arm inks long-term distribution agreement with Maison Valentino,"22 Jul, 2022","Reliance Industries is currently trading at Rs. 2501.45, up by 14.05 points or 0.56% from its previous closing of Rs. 2487.40 on the BSE.The scrip opened at Rs. 2500.00 and has touched a high and low of Rs. 2516.80 and Rs. 2495.00 respectively. So far 106178 shares were traded on the counter.The BSE group 'A' stock of face value Rs. 10 has touched a 52 week high of Rs. 2855.00 on 29-Apr-2022 and a 52 week low of Rs. 2016.60 on 28-Jul-2021.Last one week high and low of the scrip stood at Rs. 2545.05 and Rs. 2393.50 respectively. The current market cap of the company is Rs. 1689874.66 crore.The promoters holding in the company stood at 50.66%, while Institutions and Non-Institutions held 38.63% and 10.71% respectively.Reliance Brands (RBL), the retail brand licensing arm of Reliance Industries (RIL) has inked a long-term distribution agreement with Maison Valentino to launch the famous Italian Maison de Couture in India. RBL will open the first Valentino boutique in Delhi, followed by a flagship store in Mumbai.The first store is due to open in 2022 by the end of the summer, with the flagship store in Mumbai to follow in the coming months. The stores will stock a complete range across womenswear, menswear, footwear, and accessories of the brand. The new long-term distribution deal will allow brand presence through a renewed store concept. The experiential design will provide customers with a global experience and a bespoke client experiential journey.Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/497028,Reliance Industries’ arm inks long-term distribution agreement with Maison Valentino,"22 Jul, 2022","Reliance Brands (RBL), the retail brand licensing arm of Reliance Industries (RIL) has inked a long-term distribution agreement with Maison Valentino to launch the famous Italian Maison de Couture in India. RBL will open the first Valentino boutique in Delhi, followed by a flagship store in Mumbai.The first store is due to open in 2022 by the end of the summer, with the flagship store in Mumbai to follow in the coming months. The stores will stock a complete range across womenswear, menswear, footwear, and accessories of the brand. The new long-term distribution deal will allow brand presence through a renewed store concept. The experiential design will provide customers with a global experience and a bespoke client experiential journey.Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/496613,Reliance Industries acquires franchise in Cricket South Africa’s T20 league,"20 Jul, 2022","Reliance Industries has acquired franchise in Cricket South Africa’s upcoming T20 league. Based in Cape Town the new franchise will take forward the Mumbai Indians brand and comes close on the heels of acquiring the UAE-based International League T-20 team. Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/496337,Reliance Industries’ arm adds 31.11 lakh subscribers in May,"19 Jul, 2022","Reliance Industries’ (RIL) telecom arm -- Reliance Jio Infocomm (Jio) has added 31,11,417 customers in May, 2022. Following this, the company’s total customer base has increased to 40.88 crore with market share of 35.69% in terms of wireless subscribers as on May 31, 2022.Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/496275,"Reliance Industries’ arm deposits Rs 14,000 crore as EMD for 5G spectrum auction","19 Jul, 2022","Reliance Industries’ (RIL) telecom arm -- Reliance Jio Infocomm (Jio) has deposited Rs 14,000 crore as earnest money deposit (EMD) for the 5G spectrum auction. EMD amounts give a broad indication of the company’s plan for picking up the spectrum in an auction. The EMD determines the eligibility points, through which telcos target a specific amount of spectrum in a given circle.With its EMD at Rs 14,000 crore, the eligibility points assigned to Reliance Jio Infocomm for the auction stand at 1,59,830.Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/495353,Reliance Industries jumps as its arm to participate in 5G spectrum bidding process,"14 Jul, 2022","Reliance Industries is currently trading at Rs. 2408.65, up by 31.35 points or 1.32% from its previous closing of Rs. 2377.30 on the BSE.The scrip opened at Rs. 2389.70 and has touched a high and low of Rs. 2434.50 and Rs. 2377.50 respectively. So far 192146 shares were traded on the counter.The BSE group 'A' stock of face value Rs. 10 has touched a 52 week high of Rs. 2855.00 on 29-Apr-2022 and a 52 week low of Rs. 2016.60 on 28-Jul-2021.Last one week high and low of the scrip stood at Rs. 2439.00 and Rs. 2370.30 respectively. The current market cap of the company is Rs. 1630435.41 crore.The promoters holding in the company stood at 50.66%, while Institutions and Non-Institutions held 38.63% and 10.71% respectively.Reliance Industries’ (RIL) telecom arm -- Reliance Jio Infocomm (Jio) has applied to participate in the July 26, 2022 auction of 5G spectrum bidding process. It has shown a net worth of Rs 1,97,790 crore as on March 31, 2022. A total of 72,097.85 MHz of spectrum worth at least Rs 4.3 lakh crore will be put on the block during the auction. The auction will be held for spectrum in various low (600 MHz, 700 MHz, 800 MHz, 900 MHz, 1800 MHz, 2100 MHz, 2300 MHz), mid (3300 MHz) and high (26 GHz) frequency bands.Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/495049,Reliance Industries’ arm to participate in 5G spectrum bidding process,"13 Jul, 2022","Reliance Industries’ (RIL) telecom arm -- Reliance Jio Infocomm (Jio) has applied to participate in the July 26, 2022 auction of 5G spectrum bidding process. It has shown a net worth of Rs 1,97,790 crore as on March 31, 2022. A total of 72,097.85 MHz of spectrum worth at least Rs 4.3 lakh crore will be put on the block during the auction. The auction will be held for spectrum in various low (600 MHz, 700 MHz, 800 MHz, 900 MHz, 1800 MHz, 2100 MHz, 2300 MHz), mid (3300 MHz) and high (26 GHz) frequency bands. Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/494459,Reliance Industries rises as its arm inks long-term franchise agreement with Gap,"08 Jul, 2022","Reliance Industries is currently trading at Rs. 2392.40, up by 4.75 points or 0.20% from its previous closing of Rs. 2387.65 on the BSE.The scrip opened at Rs. 2414.90 and has touched a high and low of Rs. 2415.85 and Rs. 2383.50 respectively. So far 184836 shares were traded on the counter.The BSE group 'A' stock of face value Rs. 10 has touched a 52 week high of Rs. 2855.00 on 29-Apr-2022 and a 52 week low of Rs. 2016.60 on 28-Jul-2021.Last one week high and low of the scrip stood at Rs. 2591.65 and Rs. 2365.00 respectively. The current market cap of the company is Rs. 1619778.97 crore.The promoters holding in the company stood at 50.66%, while Institutions and Non-Institutions held 38.63% and 10.71% respectively.Reliance Industries’ subsidiary -- Reliance Retail has entered into long-term franchise agreement with Gap. Through this collaboration Reliance Retail has become the official retailer for Gap across all channels in India. Reliance Retail will introduce Gap's offerings to Indian consumers through a mix of exclusive brand stores, multi-brand store expressions and digital commerce platforms.Founded in San Francisco in 1969, Gap is considered as an authority on modern American style. It continues to build on its heritage grounded in denim and connect with customers online and in company-operated and franchise retail locations globally.Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/494227,Reliance Industries’ arm inks long-term franchise agreement with Gap,"07 Jul, 2022","Reliance Industries’ subsidiary -- Reliance Retail has entered into long-term franchise agreement with Gap. Through this collaboration Reliance Retail has become the official retailer for Gap across all channels in India. Reliance Retail will introduce Gap's offerings to Indian consumers through a mix of exclusive brand stores, multi-brand store expressions and digital commerce platforms.Founded in San Francisco in 1969, Gap is considered as an authority on modern American style. It continues to build on its heritage grounded in denim and connect with customers online and in company-operated and franchise retail locations globally.Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/493204,Reliance Industries’ arm enters into strategic partnership with Pret A Manger,"01 Jul, 2022","Reliance Brands (RBL), the brand licensing arm of Reliance Industries, has entered into a strategic partnership with Pret A Manger. The partnership is to launch and build the brand in India and plans to open the food chain outlets across the country starting with major cities and travel hubs.Started in London in 1986, Pret A Manger now operates around 550 shops in countries, including the UK, US, Hong, France, Dubai, Switzerland, Brussels, Singapore and Germany.Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/492596,Reliance Industries gains as its Altigreen inaugurates EV service centre in Pune,"28 Jun, 2022","Reliance Industries is currently trading at Rs. 2514.80, up by 22.85 points or 0.92% from its previous closing of Rs. 2491.95 on the BSE.The scrip opened at Rs. 2482.15 and has touched a high and low of Rs. 2522.00 and Rs. 2482.15 respectively. So far 91056 shares were traded on the counter.The BSE group 'A' stock of face value Rs. 10 has touched a 52 week high of Rs. 2855.00 on 29-Apr-2022 and a 52 week low of Rs. 2016.60 on 28-Jul-2021.Last one week high and low of the scrip stood at Rs. 2592.70 and Rs. 2446.00 respectively. The current market cap of the company is Rs. 1701410.68 crore.The promoters holding in the company stood at 50.66%, while Institutions and Non-Institutions held 38.63% and 10.71% respectively.Reliance Industries-backed electric commercial vehicle maker Altigreen in collaboration with last-mile delivery service provider Vidyut Parivahan has inaugurated its EV service centre at Wagholi in Pune. Besides, the company also opened its sales, marketing and R&D office in the Aundh locality of Pune, with plans to expand its presence to other metro cities.After the recent fundraise, Altigreen has been on expansion mode and have recently shifted its Bengaluru office to a bigger space to accommodate the growing team. The company has recently raised Rs 300 crore in a funding round for capacity expansion, new product launch and developing a pan-India network. In addition to functioning as a service workshop for Altigreen vehicles, the centre will also offer electric vehicle charging infrastructure to the public.Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/492571,Reliance Industries' Altigreen inaugurates EV service centre in Pune,"28 Jun, 2022","Reliance Industries-backed electric commercial vehicle maker Altigreen in collaboration with last-mile delivery service provider Vidyut Parivahan has inaugurated its EV service centre at Wagholi in Pune. Besides, the company also opened its sales, marketing and R&D office in the Aundh locality of Pune, with plans to expand its presence to other metro cities. After the recent fundraise, Altigreen has been on expansion mode and have recently shifted its Bengaluru office to a bigger space to accommodate the growing team. The company has recently raised Rs 300 crore in a funding round for capacity expansion, new product launch and developing a pan-India network. In addition to functioning as a service workshop for Altigreen vehicles, the centre will also offer electric vehicle charging infrastructure to the public. Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/492585,Reliance Industries informs about news clarification,"28 Jun, 2022","Reliance Industries has informed that the company is unable to comment on media speculation and rumors and it would be inappropriate on its part to do so. The Company evaluates various opportunities on an ongoing basis. Further, there is no information which has not been announced to the stock exchanges and which should have been announced by the Company in terms of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. The company has made and will continue to make disclosures in compliance with its obligations under SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 and agreements with the stock exchangesThe above information is a part of company’s filings submitted to BSE."
https://www.moneyworks4me.com/company/news/index/id/491793,Reliance Industries inches up as its JV inks pact with Nexus Malls,"23 Jun, 2022","Reliance Industries is currently trading at Rs. 2508.70, up by 3.50 points or 0.14% from its previous closing of Rs. 2505.20 on the BSE.The scrip opened at Rs. 2520.00 and has touched a high and low of Rs. 2520.00 and Rs. 2484.00 respectively. So far 36610 shares were traded on the counter.The BSE group 'A' stock of face value Rs. 10 has touched a 52 week high of Rs. 2855.00 on 29-Apr-2022 and a 52 week low of Rs. 2016.60 on 28-Jul-2021.Last one week high and low of the scrip stood at Rs. 2624.45 and Rs. 2484.00 respectively. The current market cap of the company is Rs. 1695016.82 crore.The promoters holding in the company stood at 50.66%, while Institutions and Non-Institutions held 38.63% and 10.71% respectively.Nexus Malls has partnered with Jio-bp, a fuel, and mobility joint venture between Reliance Industries and bp, for the rollout of EV charging stations and battery swapping stations across its portfolio of 17 malls in 13 cities. As part of this partnership, Nexus malls will be installed with 24x7 charging infrastructure for two and four-wheeler EVs.In the first phase, these charging stations will be available at Nexus malls in Navi Mumbai, Bengaluru, Hyderabad, Pune and Ahmedabad from June 2022. Jio-bp is creating an ecosystem that will benefit all the stakeholders in the EV value chain and last year, the company constructed and launched two of India's largest EV charging hubs. To accelerate EV adoption, Nexus will encourage the company's customers to charge vehicles at their malls amongst other environmentally conscious initiatives.Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/491758,Reliance Industries’ JV inks pact with Nexus Malls,"23 Jun, 2022","Nexus Malls has partnered with Jio-bp, a fuel, and mobility joint venture between Reliance Industries and bp, for the rollout of EV charging stations and battery swapping stations across its portfolio of 17 malls in 13 cities. As part of this partnership, Nexus malls will be installed with 24x7 charging infrastructure for two and four-wheeler EVs.In the first phase, these charging stations will be available at Nexus malls in Navi Mumbai, Bengaluru, Hyderabad, Pune and Ahmedabad from June 2022. Jio-bp is creating an ecosystem that will benefit all the stakeholders in the EV value chain and last year, the company constructed and launched two of India's largest EV charging hubs. To accelerate EV adoption, Nexus will encourage the company's customers to charge vehicles at their malls amongst other environmentally conscious initiatives.Reliance Industries is India’s largest private sector company. The company’s activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and 4G digital services."
https://www.moneyworks4me.com/company/news/index/id/491764,"Reliance Industries, GPT Infraprojects and MAS Financial Services to see some action today","23 Jun, 2022","Nexus Malls has partnered with Jio-bp, a fuel and mobility joint venture between Reliance Industries and bp, for the rollout of EV charging stations and battery swapping stations across its portfolio of 17 malls in 13 cities. As part of this partnership, Nexus malls will be installed with 24x7 charging infrastructure for two and four-wheeler EVs. In the first phase, these charging stations will be available at Nexus malls in Navi Mumbai, Bengaluru, Hyderabad, Pune and Ahmedabad from June 2022.GPT Infraprojects has bagged an order valued at Rs 292 crore for Execution of Viaducts, Major Bridges, ROBs, supply of Vehicle, site facilities & other allied works in between Buguda-Baniguchha section and Execution of ROB no. 229 (1X18.0 composite girder) in between Nuagaon - Daspalla section of East Coast Railway for Khurda Road-Bolangir New B.G. Link Project.MAS Financial Services has raised Rs 50 crore via non-convertible debentures (NCDs). The meeting of the Finance Committee of the Board of Directors of the Company was held on June 22, 2022 has approved and allotted 500 rated, listed, redeemable, senior, secured, NCDs denominated in Indian Rupees, each having a face value of Rs 10,00,000 and an aggregate face value of Rs 50 crore on a private placement basis. Further, these Debentures have been rated ‘CARE A+’ by CARE Ratings. Emami Realty is aiming at a 50 per cent jump in sales to Rs 750 crore in the current fiscal (FY23) as against nearly Rs 500 crore sales achieved in FY22. The company has targeted retiring its long-term debt by 2023-24, which is now pegged at Rs 118 crore. The developer, which has a land bank of around 2,500 acres in 7-8 cities in the country, will leverage the resource for new projects and explore monetisation of a part of it in the next few years.Shriram City Union Finance has received an approval for the issuance of Secured Rated Listed Redeemable Non-Convertible Debentures (NCDs) of face value of Rs 10,00,000 each at a re-issue price of Rs 10,05,815.58 each for an amount of Rs 50 crore with green shoe option upto Rs 40 crore amounting to Rs 90 crore as one or more issuances, in one or more tranches either as fully paid up or partly paid-up on private placement basis. The banking and securities management committee of the company had at its meeting held on June 22, 2022 has approved the same. Karnataka Bank has launched Online SB Account opening facility through 'Video based Customer Identification Process (V-CIP)'. The facility enabled in the Corporate Website of the Bank, empowers any prospective customer to open a Savings Account through online process and complete KYC verification through a video call at their place of convenience.Macrotech Developers will provide 1.1 million square feet of warehousing space to Skechers, a global athletic footwear and apparel brand, at Palava near Mumbai. Macrotech Developers markets its real estate properties under the Lodha brand."
